"""BOG"", ""Bogota"", ""El Dorado"""
"""MEX"", ""CDMX"", ""Ciudad Mexico"", ""Mexico DF"", ""DF"", ""Ciudad de Mexico"""
"""MDE"", ""Medellin"", ""Jose Maria Cordova"", ""medellin"""
"""CLO"", ""Cali"", ""Alfonso Bonilla"", ""Aeropuerto Alfonso Bonilla"""
"""GDL"", ""Guadalajara"", ""Miguel Hidalgo y Costilla"", ""Miguel Hidalgo"""
"""MTY"", ""Monterrey"", ""Mariano Escobedo"""
"""SJO"", ""Costa Rica"", ""San Jose Costa Rica"", ""Juan Santamaria"""
"""SMR"", ""Santa Marta"", ""Magdalena"""
"""SJC"", ""San Jose California"", ""San Jose CA"""
"""SFO"", ""San Francisco"", ""Frisco"", ""San Fra"", ""San Francisco California"""
"""AES"",""AES"",""Aalesund,"",""Norway """
"""ZID"",""ZID"",""Aarhus,"",""Denmark - Bus service """
"""AAR"",""AAR"",""Aarhus,"",""Denmark - Tirstrup """
"""JEG"",""JEG"",""Aasiaat,"",""Greenland """
"""ABD"",""ABD"",""Abadan,"",""Iran """
"""ABA"",""ABA"",""Abakan,"",""Russia """
"""YXX"",""YXX"",""Abbotsford,"",""BC """
"""ABR"",""ABR"",""Aberdeen,"",""SD """
"""ABZ"",""ABZ"",""Aberdeen,"",""United Kingdom """
"""AHB"",""AHB"",""Abha,"",""Saudi Arabia """
"""ABJ"",""ABJ"",""Abidjan,"",""Cote d'Ivoire """
"""ABI"",""ABI"",""Abilene,"",""TX """
"""AUH"",""AUH"",""Abu"",""Dhabi, United Arab Emirates """
"""ABS"",""ABS"",""Abu"",""Simbel, Egypt """
"""ABV"",""ABV"",""Abuja,"",""Nigeria """
"""ACA"",""ACA"",""Acapulco,"""
"""ADK"",""ADK"",""Adak"",""Island, AK """
"""ADA"",""ADA"",""Adana,"",""Turkey """
"""ADD"",""ADD"",""Addis"",""Ababa, Ethopia """
"""ADL"",""ADL"",""Adelaide,"",""Australia """
"""ADE"",""ADE"",""Aden,"",""Yemen """
"""AER"",""AER"",""Adler/Sochi,"",""Russia """
"""AZR"",""AZR"",""Adrar,"",""Algeria """
"""AFT"",""AFT"",""Afutara,"",""Soloman Islands """
"""AGA"",""AGA"",""Agadir,"",""Morocco """
"""IXA"",""IXA"",""Agartala,"",""India """
"""AUP"",""AUP"",""Agaun,"",""Papua New Guinea """
"""AGF"",""AGF"",""Agen,"",""France """
"""AGR"",""AGR"",""Agra,"",""India """
"""AJI"",""AJI"",""Agri,"",""Turkey """
"""BQN"",""BQN"",""Aguadilla,"",""Puerto Rico """
"""AGU"",""AGU"",""Aguascalientes,"""
"""AGJ"",""AGJ"",""Aguni,"",""Japan """
"""AMD"",""AMD"",""Ahmedabad,"",""India """
"""AWZ"",""AWZ"",""Ahwaz,"",""Iran """
"""AIM"",""AIM"",""Ailuk"",""Island, Marshall Islands """
"""AEO"",""AEO"",""Aioun"",""El Atrouss, Mauritania """
"""AIC"",""AIC"",""Airok,"",""Marshall Islands """
"""AIT"",""AIT"",""Aitutaki,"",""Cook Islands """
"""AJL"",""AJL"",""Aizawl,"",""India """
"""AJA"",""AJA"",""Ajaccio,"",""France """
"""KKI"",""KKI"",""Akiachak,"",""AK """
"""AKI"",""AKI"",""Akiak,"",""AK """
"""AXT"",""AXT"",""Akita,"",""Japan """
"""CAK"",""CAK"",""Akron/Canton,"",""OH """
"""AKU"",""AKU"",""Aksu,"",""China """
"""AKX"",""AKX"",""Aktyubinsk,"",""Kazakhstan """
"""AKV"",""AKV"",""Akulivik,"",""QC """
"""AEY"",""AEY"",""Akureyri,"",""Iceland """
"""KQA"",""KQA"",""Akuton,"",""AK """
"""AAN"",""AAN"",""Al"",""Ain, United Arab Emirates """
"""AAC"",""AAC"",""Al"",""Arish, Egypt """
"""AHU"",""AHU"",""Al"",""Hoceima, Morocco """
"""AUK"",""AUK"",""Alakanuk,"",""AK """
"""ALM"",""ALM"",""Alamogordo,"",""NM """
"""ALS"",""ALS"",""Alamosa,"",""CO """
"""ABT"",""ABT"",""Al-Baha,"",""Saudi Arabia """
"""ALB"",""ALB"",""Albany,"",""NY """
"""CVO"",""CVO"",""Albany,"",""OR - Bus service """
"""QWY"",""QWY"",""Albany,"",""OR - Bus service """
"""ABQ"",""ABQ"",""Albuquerque,"",""NM """
"""ABX"",""ABX"",""Albury,"",""Australia """
"""ACI"",""ACI"",""Alderney,"",""United Kingdom """
"""XLY"",""XLY"",""Aldershot,"",""ON - Rail service """
"""WKK"",""WKK"",""Aleknagik,"",""AK """
"""ALP"",""ALP"",""Aleppo,"",""Syrian Arab Republic """
"""ALJ"",""ALJ"",""Alexander"",""Bay, South Africa """
"""ALY"",""ALY"",""Alexandria,"",""Egypt """
"""AEX"",""AEX"",""Alexandria,"",""LA """
"""XFS"",""XFS"",""Alexandria,ON"",""- Rail service """
"""AXD"",""AXD"",""Alexandroupolis,"",""Greece """
"""FJR"",""FJR"",""Al-Fujairah,"",""United Arab Emirates """
"""AHO"",""AHO"",""Alghero,"",""Italy """
"""ALG"",""ALG"",""Algiers,"",""Algeria """
"""ALC"",""ALC"",""Alicante,"",""Spain """
"""ASP"",""ASP"",""Alice"",""Springs, Australia """
"""AET"",""AET"",""Allakaket,"",""AK """
"""ABE"",""ABE"",""Allentown,"",""PA """
"""AIA"",""AIA"",""Alliance,"",""NE """
"""YTF"",""YTF"",""Alma,"",""QC """
"""AKX"",""AKX"",""Almaty,"",""Kazakhstan """
"""LEI"",""LEI"",""Almeria,"",""Spain """
"""ARD"",""ARD"",""Alor"",""Island, Indonesia """
"""AOR"",""AOR"",""Alorsetar,"",""Malaysia """
"""GUR"",""GUR"",""Alotau,"",""Papua New Guinea """
"""APN"",""APN"",""Alpena,"",""MI """
"""ALF"",""ALF"",""Alta,"",""Norway """
"""ATM"",""ATM"",""Altamira,"",""Brazil """
"""AAT"",""AAT"",""Altay,"",""China """
"""ACH"",""ACH"",""Altenrhein,"",""Switzerland """
"""ARR"",""ARR"",""Alto"",""Rio Senguerr, Argentina """
"""AOO"",""AOO"",""Altoona,"",""PA """
"""ASJ"",""ASJ"",""Amami"",""O Shima, Japan """
"""AMA"",""AMA"",""Amarillo,"",""TX """
"""AZB"",""AZB"",""Amazon"",""Bay, Papua New Guinea """
"""IVA"",""IVA"",""Ambanja,"",""Madagascar """
"""AMY"",""AMY"",""Ambatomainty,"",""Madagascar """
"""WAM"",""WAM"",""Ambatondrazaka,"",""Madagascar """
"""ABL"",""ABL"",""Ambler,"",""AK """
"""AMQ"",""AMQ"",""Ambon,"",""Indonesia """
"""ASV"",""ASV"",""Amboseli,"",""Kenya """
"""AMV"",""AMV"",""Amderma,"",""Russia """
"""ADJ"",""ADJ"",""Amman,"",""Jordan - Civil/Marka Airport """
"""AMM"",""AMM"",""Amman,"",""Jordan - Queen Alia International """
"""ATQ"",""ATQ"",""Amritsar,"",""India """
"""AMS"",""AMS"",""Amsterdam,"",""Netherlands """
"""DYR"",""DYR"",""Anadyr,"",""Russia """
"""YAA"",""YAA"",""Anahim"",""Lake, BC """
"""AKP"",""AKP"",""Anaktueuk,"",""AK """
"""HVA"",""HVA"",""Analalava,"",""Madagascar """
"""AAQ"",""AAQ"",""Anapa,"",""Russia """
"""ANC"",""ANC"",""Anchorage,"",""AK """
"""AOI"",""AOI"",""Ancona,"",""Italy """
"""ANX"",""ANX"",""Andenes,"",""Norway """
"""AUY"",""AUY"",""Aneityum,"",""Vanuatu """
"""JHE"",""JHE"",""Angelholm/Helsingborg,"",""Sweden """
"""ANE"",""ANE"",""Angers,"",""France - Marce """
"""QXG"",""QXG"",""Angers,"",""France - Rail service """
"""AGD"",""AGD"",""Anggi,"",""Indonesia """
"""AQG"",""AQG"",""Anging,"",""China """
"""YAX"",""YAX"",""Angling"",""Lake, ON """
"""AGN"",""AGN"",""Angoon,"",""AK """
"""ANG"",""ANG"",""Angouleme,"",""France """
"""AXA"",""AXA"",""Anguilla,"",""Anguilla """
"""ANI"",""ANI"",""Aniak,"",""AK """
"""AWD"",""AWD"",""Aniwa,"",""Vanuatu """
"""AKA"",""AKA"",""Ankang,"",""China """
"""ESB"",""ESB"",""Ankara,"",""Turkey - Esenboga """
"""ANK"",""ANK"",""Ankara,"",""Turkey - Etimesqut """
"""JVA"",""JVA"",""Ankavandra,"",""Madagascar """
"""AAE"",""AAE"",""Annaba,"",""Algeria """
"""NCY"",""NCY"",""Annecy,"",""France """
"""ANM"",""ANM"",""Antalaha,"",""Madagascar """
"""AYT"",""AYT"",""Antalya,"",""Turkey """
"""TNR"",""TNR"",""Antaninvarivo,"",""Madgascar """
"""ANU"",""ANU"",""Antigua,"",""Antigua and Barbuda """
"""ANF"",""ANF"",""Antofagasta,"",""Chile """
"""WAQ"",""WAQ"",""Antsalova,"",""Madagascar """
"""DIE"",""DIE"",""Antsiranana,"",""Madagascar """
"""WAI"",""WAI"",""Antsohihy,"",""Madagascar """
"""ZAY"",""ZAY"",""Antwerp,"",""Belgium - Bus service """
"""ANR"",""ANR"",""Antwerp,"",""Belgium - Deurne Airport """
"""ANV"",""ANV"",""Anvik,"",""AK """
"""AOJ"",""AOJ"",""Aomori,"",""Japan """
"""AOT"",""AOT"",""Aosta,"",""Italy """
"""APO"",""APO"",""Apartado,"",""Colombia """
"""APW"",""APW"",""Apia,"",""Western Samoa """
"""FGI"",""FGI"",""Apia,"",""Western Samoa """
"""ATW"",""ATW"",""Appleton,"",""WI """
"""AQJ"",""AQJ"",""Aqaba,"",""Jordan """
"""AJU"",""AJU"",""Araca,"",""Brazil """
"""ARU"",""ARU"",""Aracatuba,"",""Brazil """
"""ARW"",""ARW"",""Arad,"",""Romania """
"""ARP"",""ARP"",""Aragip,"",""Papua New Guinea """
"""AUX"",""AUX"",""Araguaina,"",""Brazil """
"""AAG"",""AAG"",""Arapoti,"",""Brazil """
"""RAE"",""RAE"",""Arar,"",""Saudi Arabia """
"""AUC"",""AUC"",""Arauca,"",""Colombia """
"""AMH"",""AMH"",""Arba"",""Mintch, Ethiopia """
"""ACV"",""ACV"",""Arcata,"",""CA """
"""YAB"",""YAB"",""Arctic"",""Bay, NU """
"""ARC"",""ARC"",""Arctic"",""Village, AK """
"""AQP"",""AQP"",""Arequipa,"",""Peru """
"""AGH"",""AGH"",""Argelholm/Helsingborg,"",""Sweden """
"""GYL"",""GYL"",""Argyle,"",""Australia """
"""ARI"",""ARI"",""Arica,"",""Chile """
"""ARH"",""ARH"",""Arkangelsk,"",""Russia """
"""AXM"",""AXM"",""Armenia,"",""Colombia """
"""ARM"",""ARM"",""Armidale,"",""Australia """
"""ATC"",""ATC"",""Arthur's"",""Town, Bahamas """
"""AUA"",""AUA"",""Aruba,"",""Aruba """
"""ARK"",""ARK"",""Arusha,"",""Tanzania """
"""YEK"",""YEK"",""Arviat,"",""NU """
"""AJR"",""AJR"",""Arvidsjaur,"",""Sweden """
"""AKJ"",""AKJ"",""Asahikawa,"",""Japan """
"""AVL"",""AVL"",""Asheville,"",""NC """
"""ASB"",""ASB"",""Ashgabat,"",""Turkmenistan """
"""HTS"",""HTS"",""Ashland,"",""KY/Huntington, WV """
"""ASM"",""ASM"",""Asmara,"",""Eritrea """
"""ASO"",""ASO"",""Asosa,"",""Ethopia """
"""ASE"",""ASE"",""Aspen,"",""CO """
"""ATZ"",""ATZ"",""Assiut,"",""Egypt """
"""TSE"",""TSE"",""Astana,"",""Kazakhstan """
"""ASF"",""ASF"",""Astrakhan,"",""Russia """
"""OVD"",""OVD"",""Asturias,"",""Spain and Canary Islands """
"""ASU"",""ASU"",""Asuncion,"",""Paraguay """
"""ASW"",""ASW"",""Aswan,"",""Egypt """
"""AHN"",""AHN"",""Athens,"",""GA """
"""ATH"",""ATH"",""Athens,"",""Greece """
"""AIU"",""AIU"",""Atiu"",""Island, Cook Islands """
"""AKB"",""AKB"",""Atka,"",""AK """
"""ATL"",""ATL"",""Atlanta,"",""GA """
"""AIY"",""AIY"",""Atlantic"",""City, NJ """
"""ATD"",""ATD"",""Atoifi,"",""Solomon Islands """
"""ATK"",""ATK"",""Atqasuk,"",""AK """
"""YAT"",""YAT"",""Attawapiskat,"",""ON """
"""AUQ"",""AUQ"",""Atuona,"",""French Polynesia """
"""AKL"",""AKL"",""Auckland,"",""New Zealand """
"""AGB"",""AGB"",""Augsburg/Munich,"",""Germany """
"""AGS"",""AGS"",""Augusta,"",""GA """
"""AUG"",""AUG"",""Augusta,"",""ME """
"""AKS"",""AKS"",""Auki,"",""Solomon Islands """
"""YPJ"",""YPJ"",""Aupaluk,"",""QC """
"""AUL"",""AUL"",""Aur"",""Island, Marshall Islands """
"""IXU"",""IXU"",""Aurangabad,"",""India """
"""AUR"",""AUR"",""Aurillac,"",""France """
"""AUU"",""AUU"",""Aurukun,"",""Australia """
"""AUS"",""AUS"",""Austin,"",""TX """
"""AVN"",""AVN"",""Avignon,"",""France """
"""AYW"",""AYW"",""Ayawaki,"",""Indonesia """
"""AYQ"",""AYQ"",""Ayers"",""Rock, Australia """
"""BXB"",""BXB"",""Babo,"",""Indonesia """
"""BCD"",""BCD"",""Bacolod,"",""Philippines """
"""BJZ"",""BJZ"",""Badajcz,"",""Spain """
"""BXD"",""BXD"",""Bade,"",""Indonesia """
"""BDD"",""BDD"",""Badu"",""Island, Australia """
"""IXB"",""IXB"",""Bagdogra,"",""India """
"""YBG"",""YBG"",""Bagotville,"",""QC """
"""BHI"",""BHI"",""Bahia"",""Blanca, Argentina """
"""BFQ"",""BFQ"",""Bahia"",""Pinas, Panama """
"""BSC"",""BSC"",""Bahia"",""Solano, Colombia """
"""BAH"",""BAH"",""Bahrain,"",""Bahrain """
"""BAY"",""BAY"",""Baia"",""Mare, Romania """
"""YBC"",""YBC"",""Baie"",""Comeau, QC """
"""YBK"",""YBK"",""Baker"",""Lake, NU """
"""BFL"",""BFL"",""Bakersfield,"",""CA """
"""GYD"",""GYD"",""Baku,"",""Azerbaijan """
"""BAS"",""BAS"",""Balalae,"",""Solomon Islands """
"""BZI"",""BZI"",""Balikesir,"",""Turkey """
"""BPN"",""BPN"",""Balikpapan,"",""Indonesia """
"""BNK"",""BNK"",""Ballina,"",""Australia """
"""BBA"",""BBA"",""Balmaceda,"",""Chile """
"""BWI"",""BWI"",""Baltimore,"",""MD """
"""BXR"",""BXR"",""Bam,"",""Iran """
"""ABM"",""ABM"",""Bamaga,"",""Australia """
"""BKO"",""BKO"",""Bamako,"",""Mali """
"""BTJ"",""BTJ"",""Banda"",""Aceh, Indonesia """
"""BND"",""BND"",""Bandar"",""Abbas, Iran """
"""TKG"",""TKG"",""Bandar"",""Lampung, Indonesia - Branti """
"""BDH"",""BDH"",""Bandar"",""Lengeh, Iran """
"""BWN"",""BWN"",""Bandar"",""Seri Begawan, Brunei """
"""BDO"",""BDO"",""Bandung,"",""Indonesia """
"""BLR"",""BLR"",""Bangalore,"",""India """
"""BPX"",""BPX"",""Bangda,"",""China """
"""BKK"",""BKK"",""Bangkok,"",""Thailand """
"""BGR"",""BGR"",""Bangor,"",""ME """
"""BNX"",""BNX"",""Banja"",""Luka, Bosnia Herzegovina """
"""BDJ"",""BDJ"",""Banjarmasin,"",""Indonesia """
"""BJL"",""BJL"",""Banjul,"",""Gambia """
"""BMV"",""BMV"",""Banmethuot,"",""Viet Nam - Phung-Doc """
"""BNP"",""BNP"",""Bannu,"",""Pakistan """
"""BGF"",""BGF"",""Banqui,"",""Central African Republic """
"""BSD"",""BSD"",""Baoshan,"",""China """
"""BAV"",""BAV"",""Baotou,"",""China """
"""BHB"",""BHB"",""Bar"",""Harbour, ME """
"""BCI"",""BCI"",""Barcaldine,"",""Australia """
"""BCN"",""BCN"",""Barcelona,"",""Spain """
"""BLA"",""BLA"",""Barcelona,"",""Venezuela """
"""BDU"",""BDU"",""Bardufoss,"",""Norway """
"""BRI"",""BRI"",""Bari,"",""Italy """
"""BNS"",""BNS"",""Barinas,"",""Venezuela """
"""BBN"",""BBN"",""Bario,"",""Malaysia """
"""BZL"",""BZL"",""Barisal,"",""Bangladesh """
"""BAX"",""BAX"",""Barnaul,"",""Russia """
"""BRM"",""BRM"",""Barquisimeto,"",""Venezuela """
"""BRR"",""BRR"",""Barra,"",""United Kingdom """
"""EJA"",""EJA"",""Barran"",""Cabermeja, Colombia """
"""BAQ"",""BAQ"",""Barranquilla,"",""Colombia """
"""BRA"",""BRA"",""Barreiras,"",""Brazil """
"""BRW"",""BRW"",""Barrow,"",""AK """
"""BTI"",""BTI"",""Barter"",""Island, AK """
"""BSO"",""BSO"",""Basco,"",""Philippines """
"""BSL"",""BSL"",""Basel,"",""Switzerland """
"""ZDH"",""ZDH"",""Basel/Mulhouse"",""Railway Station, Switzerland """
"""BUZ"",""BUZ"",""Bashehr,"",""Iran """
"""BIA"",""BIA"",""Bastia,"",""France """
"""BTH"",""BTH"",""Batam,"",""Indonesia """
"""ZBF"",""ZBF"",""Bathhurst,"",""NB """
"""BRT"",""BRT"",""Bathurst"",""Island, Australia """
"""BHS"",""BHS"",""Bathurst,"",""Australia """
"""BAL"",""BAL"",""Batman,"",""Turkey """
"""BLJ"",""BLJ"",""Batna,"",""Algeria """
"""BXM"",""BXM"",""Batom,"",""Indonesia """
"""BTR"",""BTR"",""Baton"",""Rouge, LA """
"""BJF"",""BJF"",""Batsfijord,"",""Norway """
"""BBM"",""BBM"",""Battambang,"",""Cambodia """
"""BUS"",""BUS"",""Batumi,"",""Georgia """
"""BPF"",""BPF"",""Batuna,"",""Solomon Islands """
"""BAU"",""BAU"",""Bauru,"",""Brazil """
"""MBS"",""MBS"",""Bay"",""City, MI """
"""BYU"",""BYU"",""Bayreuth,"",""Germany """
"""XBE"",""XBE"",""Bearskin"",""Lake, ON """
"""BPT"",""BPT"",""Beaumont/Port"",""Arthur, TX """
"""ZBV"",""ZBV"",""Beaver"",""Creek, CO - Van service """
"""WBQ"",""WBQ"",""Beaver,"",""AK """
"""CBH"",""CBH"",""Bechar,"",""Algeria """
"""BKW"",""BKW"",""Beckley,"",""WV """
"""BED"",""BED"",""Bedford,"",""MA """
"""BEU"",""BEU"",""Bedourie,"",""Australia """
"""EIS"",""EIS"",""Beef"",""Island, British Virgin Islands """
"""BEI"",""BEI"",""Beica,"",""Ethiopia """
"""LAQ"",""LAQ"",""Beida,"",""Libya - La Braq """
"""BHY"",""BHY"",""Beihai,"",""China """
"""PEK"",""PEK"",""Beijing,"",""China """
"""BEY"",""BEY"",""Beirut,"",""Lebanon """
"""BJA"",""BJA"",""Bejaia,"",""Algeria """
"""BLG"",""BLG"",""Belaga,"",""Mozambique """
"""BEL"",""BEL"",""Belem,"",""Brazil """
"""BMY"",""BMY"",""Belep"",""Island, New Caledonia """
"""BFS"",""BFS"",""Belfast,"",""Northern Ireland, United Kingdom """
"""BHD"",""BHD"",""Belfast,"",""United Kingdom """
"""EGO"",""EGO"",""Belgorod,"",""Russia """
"""BEG"",""BEG"",""Belgrade,"",""Serbia and Montenegro - Beograd """
"""BZE"",""BZE"",""Belize"",""City, Belize - International """
"""TZA"",""TZA"",""Belize"",""City, Belize - Municipal """
"""ZEL"",""ZEL"",""Bella"",""Bella, BC """
"""QBC"",""QBC"",""Bella"",""Coola, BC """
"""BLV"",""BLV"",""Belleville,"",""IL """
"""XVV"",""XVV"",""Belleville,"",""ON - Rail service """
"""BLI"",""BLI"",""Bellingham,"",""WA """
"""BNY"",""BNY"",""Bellona,"",""Solomon Islands """
"""PLU"",""PLU"",""Belo"",""Horizonte, Brazil - Pampulha """
"""CNF"",""CNF"",""Belo"",""Horizonte, Brazil - Tancredo Neves Intl. """
"""BMD"",""BMD"",""Belo,"",""Madagascar """
"""BJI"",""BJI"",""Bemidji,"",""MN """
"""BEB"",""BEB"",""Benbecula,"",""United Kingdom """
"""BEN"",""BEN"",""Benghazi,"",""Libya """
"""BKS"",""BKS"",""Bengkulu,"",""Indonesia """
"""BEH"",""BEH"",""Benton"",""Harbor, MI """
"""BEJ"",""BEJ"",""Berau,"",""Indonesia """
"""BBO"",""BBO"",""Berbera,"",""Somalia """
"""YBV"",""YBV"",""Berens"",""River, MB """
"""BGO"",""BGO"",""Bergen,"",""Norway """
"""EGC"",""EGC"",""Bergerac,"",""France """
"""BVG"",""BVG"",""Berlevag,"",""Norway """
"""BER"",""BER"",""Berlin,"",""Germany - All airports """
"""SXF"",""SXF"",""Berlin,"",""Germany - Schoenefeld """
"""TXL"",""TXL"",""Berlin,"",""Germany - Tegel """
"""THF"",""THF"",""Berlin,"",""Germany - Tempelhof """
"""BDA"",""BDA"",""Bermuda,"",""Bermuda """
"""BRN"",""BRN"",""Berne,"",""Switzerland - Belp Airport """
"""ZDJ"",""ZDJ"",""Berne,"",""Switzerland - Rail service """
"""BPY"",""BPY"",""Besalampy,"",""Madagascar """
"""BET"",""BET"",""Bethel,"",""AK """
"""ABE"",""ABE"",""Bethlehem,"",""PA """
"""BTT"",""BTT"",""Bettles,"",""AK """
"""BZR"",""BZR"",""Beziers,"",""France """
"""BDP"",""BDP"",""Bhadrapur,"",""Nepal """
"""BWA"",""BWA"",""Bhairawa,"",""Nepal """
"""BMO"",""BMO"",""Bhamo,"",""Myanmar """
"""BHR"",""BHR"",""Bharatpur,"",""Nepal """
"""BHU"",""BHU"",""Bhavnagar,"",""India """
"""BHO"",""BHO"",""Bhopal,"",""India """
"""BBI"",""BBI"",""Bhubaneswar,"",""India """
"""BHJ"",""BHJ"",""Bhuj,"",""India """
"""BIK"",""BIK"",""Biak,"",""Indonesia """
"""BIQ"",""BIQ"",""Biarritz,"",""France """
"""YTL"",""YTL"",""Big"",""Trout, ON """
"""BII"",""BII"",""Bikini"",""Atoll, Marshall Islands """
"""BIO"",""BIO"",""Bilbao,"",""Spain """
"""BIL"",""BIL"",""Billings,"",""MT """
"""BLL"",""BLL"",""Billund,"",""Denmark """
"""GPT"",""GPT"",""Biloxi/Gulfport,"",""MS """
"""BMU"",""BMU"",""Bima,"",""Indonesia """
"""BIM"",""BIM"",""Bimini,"",""Bahamas """
"""NSB"",""NSB"",""Bimini,"",""Bahamas """
"""BGM"",""BGM"",""Binghamton,"",""NY """
